transaction_id,amount_sar,channel,merchant_category,customer_id,timestamp,ip_country,device_type,is_fraud
TXN-2026-00098,37.97,transfer,FUEL,CUST-0682,2026-06-14T04:42:30Z,SA,mobile,0
TXN-2026-00099,109.43,ecom,EDUCATION,CUST-0286,2026-07-20T19:39:43Z,SA,pos_terminal,1
TXN-2026-00100,505.6,ecom,FASHION,CUST-0280,2026-06-12T04:36:42Z,US,mobile,1
TXN-2026-00101,117.97,ecom,FUEL,CUST-0765,2026-06-24T09:46:20Z,SA,mobile,0
TXN-2026-00102,35.95,ecom,UTILITIES,CUST-0773,2026-06-28T15:38:28Z,US,pos_terminal,0
TXN-2026-00103,106.86,pos,UTILITIES,CUST-0114,2026-06-20T01:14:25Z,SA,mobile,0
TXN-2026-00104,74.69,atm,EDUCATION,CUST-0217,2026-06-01T15:47:27Z,SA,web,0
TXN-2026-00105,69.9,atm,ELECTRONICS,CUST-0685,2026-06-28T00:29:58Z,SA,pos_terminal,0
TXN-2026-00106,61.83,pos,UTILITIES,CUST-0588,2026-06-02T10:10:51Z,GB,pos_terminal,0
TXN-2026-00107,55.41,pos,ELECTRONICS,CUST-0604,2026-06-22T07:21:49Z,SA,mobile,0
TXN-2026-00108,481.71,ecom,RESTAURANT,CUST-0117,2026-07-17T20:52:09Z,SA,mobile,0
TXN-2026-00109,141.85,atm,ELECTRONICS,CUST-0779,2026-07-19T18:28:43Z,EG,pos_terminal,0
TXN-2026-00110,88.85,ecom,UTILITIES,CUST-0070,2026-06-04T11:32:04Z,AE,atm,0
TXN-2026-00111,22.09,ecom,HOME_GOODS,CUST-0079,2026-06-25T14:37:35Z,SA,atm,0
TXN-2026-00112,220.83,ecom,PHARMACY,CUST-0586,2026-06-04T14:06:51Z,EG,mobile,0
TXN-2026-00113,77.56,transfer,JEWELRY,CUST-0449,2026-06-24T09:24:26Z,EG,mobile,0
TXN-2026-00114,16.87,pos,PHARMACY,CUST-0663,2026-07-13T19:55:09Z,EG,mobile,0
TXN-2026-00115,13.4,ecom,FUEL,CUST-0672,2026-06-06T09:35:24Z,EG,web,0
TXN-2026-00116,84.83,transfer,TELECOM,CUST-0757,2026-06-28T16:23:01Z,EG,pos_terminal,0
TXN-2026-00117,29.23,pos,TRAVEL,CUST-0498,2026-07-21T03:32:49Z,SA,pos_terminal,0
TXN-2026-00118,33.23,pos,FUEL,CUST-0633,2026-07-15T19:51:57Z,SA,atm,0
TXN-2026-00119,347.61,ecom,EDUCATION,CUST-0455,2026-07-05T07:19:51Z,GB,web,0
TXN-2026-00120,728.95,transfer,ENTERTAINMENT,CUST-0585,2026-07-03T16:26:10Z,SA,web,0
TXN-2026-00121,338.35,ecom,ELECTRONICS,CUST-0381,2026-06-08T09:05:48Z,SA,pos_terminal,0
TXN-2026-00122,295.41,pos,FUEL,CUST-0526,2026-06-26T16:23:15Z,US,mobile,0
TXN-2026-00123,660.55,ecom,EDUCATION,CUST-0732,2026-07-24T04:48:45Z,GB,atm,0
TXN-2026-00124,299.15,pos,RESTAURANT,CUST-0082,2026-07-17T19:33:27Z,SA,pos_terminal,0
TXN-2026-00125,148.31,atm,ENTERTAINMENT,CUST-0655,2026-07-11T16:36:15Z,SA,pos_terminal,0
TXN-2026-00126,46.1,pos,ONLINE_SERVICES,CUST-0630,2026-06-06T16:23:04Z,SA,atm,0
TXN-2026-00127,55.19,pos,GROCERY,CUST-0383,2026-06-16T23:42:40Z,SA,pos_terminal,0
TXN-2026-00128,726.82,ecom,HOME_GOODS,CUST-0361,2026-07-14T14:44:30Z,SA,web,0
TXN-2026-00129,398.43,pos,EDUCATION,CUST-0301,2026-07-23T17:30:16Z,SA,web,0
TXN-2026-00130,51.3,pos,UTILITIES,CUST-0800,2026-06-24T13:56:25Z,GB,atm,0
TXN-2026-00131,45.61,transfer,JEWELRY,CUST-0377,2026-06-28T02:27:38Z,SA,pos_terminal,0
TXN-2026-00132,29.4,pos,FASHION,CUST-0082,2026-06-28T05:44:28Z,EG,atm,0
TXN-2026-00133,110.78,pos,EDUCATION,CUST-0446,2026-07-22T23:43:10Z,SA,web,0
TXN-2026-00134,58.96,atm,GROCERY,CUST-0695,2026-07-12T11:23:24Z,SA,web,0
TXN-2026-00135,80.83,pos,TRAVEL,CUST-0782,2026-07-12T08:15:07Z,SA,web,0
TXN-2026-00136,40.14,transfer,ELECTRONICS,CUST-0397,2026-06-29T06:39:18Z,GB,web,0
TXN-2026-00137,177.45,pos,ELECTRONICS,CUST-0731,2026-06-19T09:54:10Z,SA,pos_terminal,0
TXN-2026-00138,20.91,transfer,EDUCATION,CUST-0125,2026-07-06T04:39:56Z,SA,mobile,0
TXN-2026-00139,54.87,pos,FUEL,CUST-0539,2026-06-23T04:56:53Z,SA,web,0
TXN-2026-00140,67.77,atm,JEWELRY,CUST-0057,2026-06-21T22:14:22Z,AE,mobile,0
TXN-2026-00141,168.51,ecom,ONLINE_SERVICES,CUST-0129,2026-06-11T18:37:09Z,SA,pos_terminal,0
TXN-2026-00142,138.48,pos,HOME_GOODS,CUST-0578,2026-07-12T06:49:36Z,US,mobile,0
TXN-2026-00143,394.09,ecom,EDUCATION,CUST-0310,2026-06-30T02:44:03Z,SA,atm,0
TXN-2026-00144,45.36,pos,ONLINE_SERVICES,CUST-0476,2026-07-19T11:32:35Z,SA,pos_terminal,0
TXN-2026-00145,36.74,pos,FASHION,CUST-0145,2026-07-03T14:31:56Z,AE,atm,0
TXN-2026-00146,64.67,ecom,RESTAURANT,CUST-0403,2026-06-04T09:31:38Z,GB,pos_terminal,0
TXN-2026-00147,122.58,ecom,EDUCATION,CUST-0271,2026-06-04T18:35:12Z,EG,pos_terminal,0
TXN-2026-00148,218.4,ecom,JEWELRY,CUST-0517,2026-06-07T12:23:50Z,EG,pos_terminal,0
TXN-2026-00149,26.39,pos,GROCERY,CUST-0513,2026-07-01T16:29:09Z,SA,pos_terminal,0
TXN-2026-00150,140.39,pos,ONLINE_SERVICES,CUST-0327,2026-06-22T16:53:32Z,GB,pos_terminal,0
TXN-2026-00151,489.8,transfer,ONLINE_SERVICES,CUST-0113,2026-07-09T15:16:41Z,SA,mobile,0
TXN-2026-00152,615.58,ecom,HEALTHCARE,CUST-0175,2026-06-10T21:15:02Z,SA,web,0
TXN-2026-00153,32.52,pos,JEWELRY,CUST-0708,2026-07-13T15:33:24Z,EG,web,0
TXN-2026-00154,904.75,pos,PHARMACY,CUST-0546,2026-07-14T20:51:44Z,AE,atm,0
TXN-2026-00155,417.42,transfer,FASHION,CUST-0231,2026-07-15T22:31:20Z,GB,pos_terminal,0
TXN-2026-00156,99.84,pos,ELECTRONICS,CUST-0739,2026-07-28T12:52:22Z,SA,pos_terminal,0
TXN-2026-00157,141.25,ecom,HEALTHCARE,CUST-0453,2026-07-05T08:59:35Z,AE,web,0
TXN-2026-00158,75.58,ecom,RESTAURANT,CUST-0759,2026-06-07T13:21:45Z,GB,mobile,0
TXN-2026-00159,290.05,pos,TELECOM,CUST-0162,2026-07-12T06:48:18Z,EG,pos_terminal,0
TXN-2026-00160,10.66,pos,ONLINE_SERVICES,CUST-0788,2026-07-25T01:58:58Z,SA,atm,0
TXN-2026-00161,174.42,atm,TRAVEL,CUST-0407,2026-06-09T16:29:17Z,SA,mobile,0
TXN-2026-00162,95.96,ecom,FASHION,CUST-0749,2026-07-14T06:11:39Z,US,atm,0
TXN-2026-00163,47.34,transfer,ENTERTAINMENT,CUST-0190,2026-06-17T12:15:28Z,AE,pos_terminal,0
TXN-2026-00164,381.44,ecom,FASHION,CUST-0741,2026-06-04T21:07:29Z,AE,web,0
TXN-2026-00165,54.4,atm,HEALTHCARE,CUST-0721,2026-06-15T04:30:09Z,GB,pos_terminal,0
TXN-2026-00166,90.99,transfer,EDUCATION,CUST-0563,2026-06-14T07:43:48Z,SA,atm,0
TXN-2026-00167,191.12,pos,JEWELRY,CUST-0115,2026-07-05T04:10:20Z,GB,mobile,0
TXN-2026-00168,576.78,ecom,ELECTRONICS,CUST-0735,2026-06-04T14:08:32Z,US,atm,0
TXN-2026-00169,83.57,ecom,FUEL,CUST-0316,2026-06-28T11:44:04Z,SA,mobile,0
TXN-2026-00170,36.65,pos,FUEL,CUST-0484,2026-07-12T23:41:26Z,EG,atm,0
TXN-2026-00171,335.37,ecom,UTILITIES,CUST-0083,2026-07-26T11:07:11Z,US,web,0
TXN-2026-00172,41.12,atm,EDUCATION,CUST-0229,2026-07-14T23:34:27Z,US,web,0
TXN-2026-00173,405.69,atm,GROCERY,CUST-0743,2026-07-20T00:15:13Z,SA,mobile,0
TXN-2026-00174,376.15,ecom,HEALTHCARE,CUST-0458,2026-06-03T12:28:14Z,SA,mobile,0
TXN-2026-00175,260.93,ecom,ONLINE_SERVICES,CUST-0750,2026-06-21T07:19:56Z,SA,web,0
TXN-2026-00176,111.62,pos,ONLINE_SERVICES,CUST-0282,2026-07-02T01:22:41Z,US,pos_terminal,0
TXN-2026-00177,78.96,atm,ENTERTAINMENT,CUST-0189,2026-07-25T22:09:51Z,GB,mobile,0
TXN-2026-00178,111.87,ecom,TRAVEL,CUST-0427,2026-06-22T20:05:59Z,GB,pos_terminal,0
TXN-2026-00179,342.69,pos,ONLINE_SERVICES,CUST-0275,2026-06-13T18:46:42Z,SA,atm,0
TXN-2026-00180,21.59,pos,TELECOM,CUST-0341,2026-06-14T12:58:15Z,EG,pos_terminal,0
TXN-2026-00181,73.28,pos,TELECOM,CUST-0268,2026-07-17T15:48:53Z,EG,web,0
TXN-2026-00182,39.81,pos,HOME_GOODS,CUST-0424,2026-06-17T17:59:37Z,US,pos_terminal,0
TXN-2026-00183,524.95,ecom,UTILITIES,CUST-0252,2026-07-19T15:46:41Z,GB,atm,1
TXN-2026-00184,82.08,pos,HEALTHCARE,CUST-0361,2026-07-27T17:41:03Z,SA,mobile,0
TXN-2026-00185,13.06,pos,UTILITIES,CUST-0423,2026-06-01T06:32:29Z,EG,mobile,0
TXN-2026-00186,69.28,transfer,TELECOM,CUST-0683,2026-06-01T17:35:26Z,SA,mobile,0
TXN-2026-00187,807.81,ecom,HEALTHCARE,CUST-0018,2026-07-29T05:06:58Z,SA,web,1
TXN-2026-00188,38.88,ecom,HOME_GOODS,CUST-0635,2026-06-06T11:25:29Z,SA,web,0
TXN-2026-00189,111.39,atm,ELECTRONICS,CUST-0666,2026-07-01T01:40:00Z,SA,mobile,0
TXN-2026-00190,356.0,ecom,PHARMACY,CUST-0445,2026-06-07T16:58:02Z,SA,web,0
TXN-2026-00191,119.54,pos,ELECTRONICS,CUST-0278,2026-07-05T18:42:02Z,SA,pos_terminal,0
TXN-2026-00192,471.06,ecom,EDUCATION,CUST-0213,2026-07-07T07:36:53Z,US,pos_terminal,0
TXN-2026-00193,301.3,ecom,JEWELRY,CUST-0706,2026-06-07T13:14:53Z,SA,pos_terminal,0
TXN-2026-00194,274.14,transfer,FUEL,CUST-0629,2026-07-11T08:50:28Z,GB,web,0
TXN-2026-00195,19.11,ecom,FUEL,CUST-0697,2026-07-22T07:45:04Z,SA,pos_terminal,0
TXN-2026-00196,287.68,atm,TRAVEL,CUST-0729,2026-06-07T02:00:19Z,GB,pos_terminal,1
TXN-2026-00197,75.65,pos,JEWELRY,CUST-0442,2026-06-06T11:35:05Z,EG,atm,1
TXN-2026-00198,193.12,pos,ELECTRONICS,CUST-0424,2026-06-16T18:33:10Z,US,web,0
TXN-2026-00199,55.22,pos,FASHION,CUST-0065,2026-06-05T11:16:15Z,GB,web,0
TXN-2026-00200,32.02,pos,FUEL,CUST-0139,2026-07-22T10:28:21Z,US,web,0
TXN-2026-00201,256.81,pos,FUEL,CUST-0491,2026-07-15T20:31:36Z,SA,pos_terminal,0
TXN-2026-00202,99.04,pos,TELECOM,CUST-0403,2026-07-05T05:43:49Z,SA,atm,0
TXN-2026-00203,189.48,pos,HOME_GOODS,CUST-0710,2026-07-02T04:40:19Z,SA,pos_terminal,0
TXN-2026-00204,69.03,pos,FUEL,CUST-0733,2026-07-03T22:26:34Z,SA,pos_terminal,0
TXN-2026-00205,116.87,pos,RESTAURANT,CUST-0088,2026-07-12T19:02:36Z,US,pos_terminal,0
TXN-2026-00206,29.07,pos,ELECTRONICS,CUST-0441,2026-07-04T17:37:44Z,SA,atm,0
TXN-2026-00207,289.01,ecom,PHARMACY,CUST-0708,2026-06-22T14:50:13Z,GB,pos_terminal,0
TXN-2026-00208,91.07,ecom,ENTERTAINMENT,CUST-0449,2026-07-22T22:07:01Z,EG,mobile,0
TXN-2026-00209,34.57,ecom,JEWELRY,CUST-0250,2026-06-30T07:51:25Z,SA,web,0
TXN-2026-00210,96.38,pos,HEALTHCARE,CUST-0443,2026-07-08T13:24:00Z,SA,web,0
TXN-2026-00211,82.25,pos,HOME_GOODS,CUST-0592,2026-06-13T14:07:16Z,GB,pos_terminal,0
TXN-2026-00212,11.5,pos,ELECTRONICS,CUST-0626,2026-07-10T05:52:43Z,AE,mobile,0
TXN-2026-00213,24.37,pos,HEALTHCARE,CUST-0120,2026-07-09T04:36:24Z,US,web,0
TXN-2026-00214,61.32,ecom,UTILITIES,CUST-0551,2026-06-12T10:53:28Z,SA,pos_terminal,0
TXN-2026-00215,120.17,transfer,JEWELRY,CUST-0394,2026-07-02T13:45:53Z,GB,atm,0
TXN-2026-00216,35.52,pos,EDUCATION,CUST-0579,2026-07-20T14:36:47Z,GB,mobile,0
TXN-2026-00217,291.6,ecom,EDUCATION,CUST-0376,2026-06-03T14:16:22Z,SA,atm,0
TXN-2026-00218,18.42,atm,RESTAURANT,CUST-0121,2026-07-15T11:55:45Z,US,web,0
TXN-2026-00219,60.6,ecom,JEWELRY,CUST-0061,2026-06-21T22:18:18Z,AE,mobile,0
TXN-2026-00220,46.96,atm,TELECOM,CUST-0769,2026-07-12T04:44:55Z,SA,web,0
TXN-2026-00221,90.0,pos,TRAVEL,CUST-0693,2026-06-27T12:28:04Z,SA,atm,0
TXN-2026-00222,1028.14,ecom,TELECOM,CUST-0285,2026-07-17T14:40:42Z,EG,mobile,0
TXN-2026-00223,378.28,ecom,PHARMACY,CUST-0217,2026-07-07T04:36:54Z,GB,pos_terminal,0
TXN-2026-00224,316.76,pos,ELECTRONICS,CUST-0781,2026-06-02T03:59:54Z,SA,atm,0
TXN-2026-00225,103.19,transfer,TELECOM,CUST-0706,2026-07-30T08:05:41Z,EG,pos_terminal,0
TXN-2026-00226,420.86,transfer,TRAVEL,CUST-0681,2026-06-28T20:05:45Z,SA,mobile,0
TXN-2026-00227,36.08,ecom,GROCERY,CUST-0532,2026-06-08T13:44:08Z,GB,mobile,0
TXN-2026-00228,45.42,ecom,ELECTRONICS,CUST-0092,2026-06-20T04:24:49Z,SA,web,0
TXN-2026-00229,8.58,pos,HEALTHCARE,CUST-0169,2026-07-29T13:39:43Z,GB,web,0
TXN-2026-00230,96.97,pos,ELECTRONICS,CUST-0103,2026-06-28T10:50:08Z,SA,pos_terminal,0
TXN-2026-00231,36.09,ecom,EDUCATION,CUST-0739,2026-06-13T23:25:18Z,SA,web,0
TXN-2026-00232,107.31,pos,UTILITIES,CUST-0116,2026-06-01T11:59:20Z,SA,atm,0
TXN-2026-00233,76.22,pos,ENTERTAINMENT,CUST-0700,2026-07-03T13:27:44Z,US,mobile,0
TXN-2026-00234,56.49,ecom,FASHION,CUST-0551,2026-07-08T20:48:53Z,SA,pos_terminal,0
TXN-2026-00235,58.78,pos,TELECOM,CUST-0060,2026-07-09T01:19:42Z,SA,mobile,1
TXN-2026-00236,146.88,ecom,TRAVEL,CUST-0141,2026-07-04T23:16:10Z,EG,web,0
TXN-2026-00237,86.01,atm,GROCERY,CUST-0121,2026-07-04T02:16:45Z,SA,atm,0
TXN-2026-00238,89.98,pos,HOME_GOODS,CUST-0369,2026-06-17T03:57:36Z,SA,web,0
TXN-2026-00239,5.0,pos,ENTERTAINMENT,CUST-0013,2026-06-12T01:35:51Z,US,web,0
TXN-2026-00240,46.15,transfer,PHARMACY,CUST-0427,2026-06-24T03:32:43Z,SA,web,0
TXN-2026-00241,49.85,pos,ENTERTAINMENT,CUST-0411,2026-06-30T00:23:12Z,AE,pos_terminal,0
TXN-2026-00242,1038.96,ecom,ONLINE_SERVICES,CUST-0249,2026-07-05T07:09:00Z,US,mobile,0
TXN-2026-00243,161.32,transfer,GROCERY,CUST-0010,2026-07-18T23:19:06Z,SA,web,0
TXN-2026-00244,114.48,transfer,TRAVEL,CUST-0062,2026-07-29T07:57:54Z,US,pos_terminal,0
TXN-2026-00245,45.22,pos,HOME_GOODS,CUST-0518,2026-06-04T13:42:08Z,SA,pos_terminal,0
TXN-2026-00246,308.37,transfer,FUEL,CUST-0323,2026-06-21T14:17:14Z,SA,web,0
