transaction_id,decision
TXN-2026-00145,allow
TXN-2026-00146,allow
TXN-2026-00147,allow
TXN-2026-00148,allow
TXN-2026-00149,allow
TXN-2026-00150,allow
TXN-2026-00151,allow
TXN-2026-00152,allow
TXN-2026-00153,allow
TXN-2026-00154,allow
TXN-2026-00155,allow
TXN-2026-00156,allow
TXN-2026-00157,allow
TXN-2026-00158,allow
TXN-2026-00159,allow
TXN-2026-00160,allow
TXN-2026-00161,allow
TXN-2026-00162,allow
TXN-2026-00163,allow
TXN-2026-00164,allow
TXN-2026-00165,review
TXN-2026-00166,allow
TXN-2026-00167,allow
TXN-2026-00168,allow
TXN-2026-00169,allow
TXN-2026-00170,allow
TXN-2026-00171,allow
TXN-2026-00172,allow
TXN-2026-00173,block
TXN-2026-00174,allow
TXN-2026-00175,allow
TXN-2026-00176,allow
TXN-2026-00177,allow
TXN-2026-00178,allow
TXN-2026-00179,allow
TXN-2026-00180,allow
TXN-2026-00181,allow
TXN-2026-00182,allow
TXN-2026-00183,allow
TXN-2026-00184,allow
TXN-2026-00185,allow
TXN-2026-00186,allow
TXN-2026-00187,block
TXN-2026-00188,allow
TXN-2026-00189,block
TXN-2026-00190,allow
TXN-2026-00191,allow
TXN-2026-00192,allow
TXN-2026-00193,allow
TXN-2026-00194,allow
TXN-2026-00195,allow
TXN-2026-00196,block
TXN-2026-00197,allow
TXN-2026-00198,allow
TXN-2026-00199,allow
TXN-2026-00200,allow
TXN-2026-00201,allow
TXN-2026-00202,allow
TXN-2026-00203,allow
TXN-2026-00204,allow
TXN-2026-00205,allow
TXN-2026-00206,allow
TXN-2026-00207,allow
TXN-2026-00208,allow
TXN-2026-00209,allow
TXN-2026-00210,allow
TXN-2026-00211,allow
TXN-2026-00212,allow
TXN-2026-00213,allow
TXN-2026-00214,allow
TXN-2026-00215,allow
TXN-2026-00216,allow
TXN-2026-00217,allow
TXN-2026-00218,allow
TXN-2026-00219,allow
TXN-2026-00220,review
TXN-2026-00221,allow
TXN-2026-00222,allow
TXN-2026-00223,block
TXN-2026-00224,allow
TXN-2026-00225,allow
TXN-2026-00226,allow
TXN-2026-00227,allow
TXN-2026-00228,review
TXN-2026-00229,allow
TXN-2026-00230,allow
TXN-2026-00231,allow
TXN-2026-00232,allow
TXN-2026-00233,allow
TXN-2026-00234,allow
TXN-2026-00235,allow
TXN-2026-00236,allow
TXN-2026-00237,block
TXN-2026-00238,allow
TXN-2026-00239,allow
TXN-2026-00240,allow
TXN-2026-00241,allow
TXN-2026-00242,allow
TXN-2026-00243,allow
TXN-2026-00244,allow
TXN-2026-00245,allow
TXN-2026-00246,allow
TXN-2026-00247,allow
TXN-2026-00248,allow
TXN-2026-00249,allow
TXN-2026-00250,allow
TXN-2026-00251,block
TXN-2026-00252,allow
TXN-2026-00253,allow
TXN-2026-00254,allow
TXN-2026-00255,allow
TXN-2026-00256,allow
TXN-2026-00257,allow
TXN-2026-00258,allow
TXN-2026-00259,allow
TXN-2026-00260,block
TXN-2026-00261,allow
TXN-2026-00262,allow
TXN-2026-00263,allow
TXN-2026-00264,review
TXN-2026-00265,allow
TXN-2026-00266,allow
TXN-2026-00267,block
TXN-2026-00268,allow
TXN-2026-00269,allow
TXN-2026-00270,allow
TXN-2026-00271,allow
TXN-2026-00272,allow
TXN-2026-00273,block
TXN-2026-00274,allow
TXN-2026-00275,allow
TXN-2026-00276,allow
TXN-2026-00277,allow
TXN-2026-00278,block
TXN-2026-00279,allow
TXN-2026-00280,allow
TXN-2026-00281,review
TXN-2026-00282,block
TXN-2026-00283,allow
TXN-2026-00284,allow
TXN-2026-00285,allow
TXN-2026-00286,allow
TXN-2026-00287,allow
TXN-2026-00288,allow
TXN-2026-00289,allow
TXN-2026-00290,allow
TXN-2026-00291,allow
TXN-2026-00292,allow
TXN-2026-00293,allow
TXN-2026-00294,allow
TXN-2026-00295,block
TXN-2026-00296,allow
TXN-2026-00297,allow
TXN-2026-00298,allow
TXN-2026-00299,block
TXN-2026-00300,allow
TXN-2026-00301,allow
TXN-2026-00302,allow
TXN-2026-00303,allow
TXN-2026-00304,allow
TXN-2026-00305,allow
TXN-2026-00306,allow
TXN-2026-00307,allow
TXN-2026-00308,allow
TXN-2026-00309,allow
TXN-2026-00310,allow
TXN-2026-00311,review
TXN-2026-00312,allow
TXN-2026-00313,allow
TXN-2026-00314,allow
TXN-2026-00315,allow
TXN-2026-00316,allow
TXN-2026-00317,review
TXN-2026-00318,allow
TXN-2026-00319,allow
TXN-2026-00320,allow
TXN-2026-00321,allow
TXN-2026-00322,allow
TXN-2026-00323,allow
TXN-2026-00324,allow
TXN-2026-00325,allow
TXN-2026-00326,allow
TXN-2026-00327,block
TXN-2026-00328,allow
TXN-2026-00329,block
TXN-2026-00330,allow
TXN-2026-00331,allow
TXN-2026-00332,allow
TXN-2026-00333,allow
TXN-2026-00334,allow
TXN-2026-00335,allow
TXN-2026-00336,allow
TXN-2026-00337,allow
TXN-2026-00338,allow
TXN-2026-00339,allow
TXN-2026-00340,allow
TXN-2026-00341,allow
TXN-2026-00342,allow
TXN-2026-00343,allow
TXN-2026-00344,allow
TXN-2026-00345,allow
TXN-2026-00346,allow
TXN-2026-00347,block
TXN-2026-00348,allow
TXN-2026-00349,allow
TXN-2026-00350,allow
TXN-2026-00351,block
TXN-2026-00352,allow
TXN-2026-00353,allow
TXN-2026-00354,allow
TXN-2026-00355,allow
TXN-2026-00356,allow
TXN-2026-00357,allow
TXN-2026-00358,allow
TXN-2026-00359,allow
TXN-2026-00360,allow
TXN-2026-00361,allow
TXN-2026-00362,allow
TXN-2026-00363,allow
TXN-2026-00364,allow
TXN-2026-00365,allow
TXN-2026-00366,allow
TXN-2026-00367,allow
TXN-2026-00368,allow
TXN-2026-00369,allow
TXN-2026-00370,allow
TXN-2026-00371,allow
TXN-2026-00372,allow
TXN-2026-00373,allow
TXN-2026-00374,allow
TXN-2026-00375,allow
TXN-2026-00376,allow
TXN-2026-00377,allow
TXN-2026-00378,allow
TXN-2026-00379,allow
TXN-2026-00380,allow
TXN-2026-00381,allow
TXN-2026-00382,allow
TXN-2026-00383,allow
TXN-2026-00384,allow
TXN-2026-00385,allow
TXN-2026-00386,allow
TXN-2026-00387,allow
TXN-2026-00388,block
TXN-2026-00389,allow
TXN-2026-00390,allow
TXN-2026-00391,allow
TXN-2026-00392,review
TXN-2026-00393,review
TXN-2026-00394,review
TXN-2026-00395,allow
TXN-2026-00396,allow
TXN-2026-00397,allow
TXN-2026-00398,allow
TXN-2026-00399,allow
TXN-2026-00400,allow
TXN-2026-00401,allow
TXN-2026-00402,block
TXN-2026-00403,allow
TXN-2026-00404,block
TXN-2026-00405,allow
TXN-2026-00406,allow
TXN-2026-00407,allow
TXN-2026-00408,allow
TXN-2026-00409,allow
TXN-2026-00410,review
TXN-2026-00411,allow
TXN-2026-00412,allow
TXN-2026-00413,allow
TXN-2026-00414,allow
TXN-2026-00415,allow
TXN-2026-00416,allow
TXN-2026-00417,allow
TXN-2026-00418,allow
TXN-2026-00419,allow
TXN-2026-00420,allow
TXN-2026-00421,allow
TXN-2026-00422,allow
TXN-2026-00423,allow
TXN-2026-00424,allow
TXN-2026-00425,allow
TXN-2026-00426,allow
TXN-2026-00427,allow
TXN-2026-00428,allow
TXN-2026-00429,block
TXN-2026-00430,allow
TXN-2026-00431,allow
TXN-2026-00432,allow
TXN-2026-00433,allow
TXN-2026-00434,allow
TXN-2026-00435,allow
TXN-2026-00436,review
TXN-2026-00437,allow
TXN-2026-00438,allow
TXN-2026-00439,allow
TXN-2026-00440,allow
TXN-2026-00441,block
TXN-2026-00442,allow
TXN-2026-00443,allow
TXN-2026-00444,review
TXN-2026-00445,allow
TXN-2026-00446,allow
TXN-2026-00447,allow
TXN-2026-00448,allow
TXN-2026-00449,allow
TXN-2026-00450,block
TXN-2026-00451,allow
TXN-2026-00452,allow
TXN-2026-00453,allow
TXN-2026-00454,review
TXN-2026-00455,allow
TXN-2026-00456,allow
TXN-2026-00457,allow
TXN-2026-00458,allow
TXN-2026-00459,allow
TXN-2026-00460,allow
TXN-2026-00461,allow
TXN-2026-00462,allow
TXN-2026-00463,allow
TXN-2026-00464,allow
TXN-2026-00465,block
TXN-2026-00466,allow
TXN-2026-00467,allow
TXN-2026-00468,allow
TXN-2026-00469,allow
TXN-2026-00470,allow
TXN-2026-00471,block
TXN-2026-00472,allow
TXN-2026-00473,allow
TXN-2026-00474,allow
TXN-2026-00475,allow
TXN-2026-00476,allow
TXN-2026-00477,review
TXN-2026-00478,allow
TXN-2026-00479,allow
TXN-2026-00480,allow
TXN-2026-00481,allow
TXN-2026-00482,allow
TXN-2026-00483,review
TXN-2026-00484,review
TXN-2026-00485,allow
TXN-2026-00486,allow
TXN-2026-00487,allow
TXN-2026-00488,allow
TXN-2026-00489,allow
TXN-2026-00490,allow
TXN-2026-00491,allow
TXN-2026-00492,allow
TXN-2026-00493,allow
TXN-2026-00494,allow
TXN-2026-00495,allow
TXN-2026-00496,allow
TXN-2026-00497,allow
TXN-2026-00498,review
TXN-2026-00499,allow
TXN-2026-00500,allow
TXN-2026-00501,allow
TXN-2026-00502,allow
TXN-2026-00503,allow
TXN-2026-00504,allow
TXN-2026-00505,allow
TXN-2026-00506,allow
TXN-2026-00507,allow
TXN-2026-00508,review
TXN-2026-00509,allow
TXN-2026-00510,allow
TXN-2026-00511,allow
TXN-2026-00512,allow
TXN-2026-00513,allow
TXN-2026-00514,allow
TXN-2026-00515,allow
TXN-2026-00516,allow
TXN-2026-00517,allow
TXN-2026-00518,review
TXN-2026-00519,allow
TXN-2026-00520,block
TXN-2026-00521,allow
TXN-2026-00522,allow
TXN-2026-00523,allow
TXN-2026-00524,allow
TXN-2026-00525,allow
TXN-2026-00526,allow
TXN-2026-00527,allow
TXN-2026-00528,allow
TXN-2026-00529,block
TXN-2026-00530,review
TXN-2026-00531,allow
TXN-2026-00532,allow
TXN-2026-00533,allow
TXN-2026-00534,allow
TXN-2026-00535,allow
TXN-2026-00536,allow
TXN-2026-00537,block
TXN-2026-00538,allow
TXN-2026-00539,allow
TXN-2026-00540,allow
TXN-2026-00541,allow
TXN-2026-00542,allow
TXN-2026-00543,allow
TXN-2026-00544,allow
TXN-2026-00545,allow
TXN-2026-00546,allow
TXN-2026-00547,allow
TXN-2026-00548,allow
TXN-2026-00549,allow
TXN-2026-00550,allow
TXN-2026-00551,allow
TXN-2026-00552,allow
TXN-2026-00553,allow
TXN-2026-00554,allow
TXN-2026-00555,allow
TXN-2026-00556,allow
TXN-2026-00557,allow
TXN-2026-00558,allow
TXN-2026-00559,allow
TXN-2026-00560,allow
TXN-2026-00561,block
TXN-2026-00562,allow
TXN-2026-00563,review
TXN-2026-00564,allow
TXN-2026-00565,allow
TXN-2026-00566,allow
TXN-2026-00567,allow
TXN-2026-00568,allow
TXN-2026-00569,allow
TXN-2026-00570,allow
TXN-2026-00571,allow
TXN-2026-00572,allow
TXN-2026-00573,block
TXN-2026-00574,block
TXN-2026-00575,allow
TXN-2026-00576,allow
TXN-2026-00577,allow
TXN-2026-00578,review
TXN-2026-00579,allow
TXN-2026-00580,review
TXN-2026-00581,allow
TXN-2026-00582,allow
TXN-2026-00583,allow
TXN-2026-00584,allow
TXN-2026-00585,block
TXN-2026-00586,review
TXN-2026-00587,review
TXN-2026-00588,allow
TXN-2026-00589,review
TXN-2026-00590,block
TXN-2026-00591,allow
TXN-2026-00592,allow
TXN-2026-00593,review
TXN-2026-00594,allow
TXN-2026-00595,allow
TXN-2026-00596,allow
TXN-2026-00597,block
TXN-2026-00598,allow
TXN-2026-00599,allow
TXN-2026-00600,allow
TXN-2026-00601,allow
TXN-2026-00602,block
TXN-2026-00603,allow
TXN-2026-00604,allow
TXN-2026-00605,allow
TXN-2026-00606,review
TXN-2026-00607,review
TXN-2026-00608,block
TXN-2026-00609,review
TXN-2026-00610,allow
TXN-2026-00611,allow
TXN-2026-00612,block
TXN-2026-00613,allow
TXN-2026-00614,allow
TXN-2026-00615,allow
TXN-2026-00616,allow
TXN-2026-00617,allow
TXN-2026-00618,allow
TXN-2026-00619,allow
TXN-2026-00620,allow
TXN-2026-00621,allow
TXN-2026-00622,allow
TXN-2026-00623,allow
TXN-2026-00624,allow
TXN-2026-00625,allow
TXN-2026-00626,allow
TXN-2026-00627,allow
TXN-2026-00628,allow
TXN-2026-00629,review
TXN-2026-00630,allow
TXN-2026-00631,allow
TXN-2026-00632,allow
TXN-2026-00633,allow
TXN-2026-00634,allow
TXN-2026-00635,allow
TXN-2026-00636,block
TXN-2026-00637,allow
TXN-2026-00638,review
TXN-2026-00639,allow
TXN-2026-00640,allow
TXN-2026-00641,block
TXN-2026-00642,allow
TXN-2026-00643,allow
TXN-2026-00644,allow
TXN-2026-00645,allow
TXN-2026-00646,allow
TXN-2026-00647,allow
TXN-2026-00648,allow
TXN-2026-00649,allow
TXN-2026-00650,allow
TXN-2026-00651,allow
TXN-2026-00652,allow
TXN-2026-00653,allow
TXN-2026-00654,allow
TXN-2026-00655,allow
TXN-2026-00656,allow
TXN-2026-00657,allow
TXN-2026-00658,allow
TXN-2026-00659,allow
TXN-2026-00660,allow
TXN-2026-00661,allow
TXN-2026-00662,allow
TXN-2026-00663,allow
TXN-2026-00664,allow
TXN-2026-00665,allow
TXN-2026-00666,review
TXN-2026-00667,allow
TXN-2026-00668,allow
TXN-2026-00669,allow
TXN-2026-00670,allow
TXN-2026-00671,allow
TXN-2026-00672,allow
TXN-2026-00673,allow
TXN-2026-00674,allow
TXN-2026-00675,allow
TXN-2026-00676,allow
TXN-2026-00677,allow
TXN-2026-00678,allow
TXN-2026-00679,allow
TXN-2026-00680,allow
TXN-2026-00681,allow
TXN-2026-00682,allow
TXN-2026-00683,allow
TXN-2026-00684,allow
TXN-2026-00685,allow
TXN-2026-00686,allow
TXN-2026-00687,allow
TXN-2026-00688,review
TXN-2026-00689,allow
TXN-2026-00690,allow
TXN-2026-00691,block
TXN-2026-00692,allow
TXN-2026-00693,allow
TXN-2026-00694,allow
TXN-2026-00695,allow
TXN-2026-00696,allow
TXN-2026-00697,allow
TXN-2026-00698,allow
TXN-2026-00699,allow
TXN-2026-00700,allow
TXN-2026-00701,allow
TXN-2026-00702,allow
TXN-2026-00703,block
TXN-2026-00704,allow
TXN-2026-00705,allow
TXN-2026-00706,allow
TXN-2026-00707,allow
TXN-2026-00708,block
TXN-2026-00709,allow
TXN-2026-00710,allow
TXN-2026-00711,allow
TXN-2026-00712,allow
TXN-2026-00713,allow
TXN-2026-00714,allow
TXN-2026-00715,allow
TXN-2026-00716,allow
TXN-2026-00717,allow
TXN-2026-00718,allow
TXN-2026-00719,allow
TXN-2026-00720,allow
TXN-2026-00721,allow
TXN-2026-00722,allow
TXN-2026-00723,allow
TXN-2026-00724,allow
TXN-2026-00725,allow
TXN-2026-00726,allow
TXN-2026-00727,allow
TXN-2026-00728,allow
TXN-2026-00729,block
TXN-2026-00730,allow
TXN-2026-00731,allow
TXN-2026-00732,allow
TXN-2026-00733,allow
TXN-2026-00734,allow
TXN-2026-00735,allow
TXN-2026-00736,review
TXN-2026-00737,block
TXN-2026-00738,allow
TXN-2026-00739,block
TXN-2026-00740,allow
TXN-2026-00741,review
TXN-2026-00742,allow
TXN-2026-00743,allow
TXN-2026-00744,review
TXN-2026-00745,allow
TXN-2026-00746,allow
TXN-2026-00747,allow
TXN-2026-00748,allow
TXN-2026-00749,allow
TXN-2026-00750,allow
TXN-2026-00751,allow
TXN-2026-00752,allow
TXN-2026-00753,review
TXN-2026-00754,allow
TXN-2026-00755,allow
TXN-2026-00756,allow
TXN-2026-00757,review
TXN-2026-00758,review
TXN-2026-00759,allow
TXN-2026-00760,allow
TXN-2026-00761,allow
TXN-2026-00762,allow
TXN-2026-00763,allow
TXN-2026-00764,allow
TXN-2026-00765,allow
TXN-2026-00766,allow
TXN-2026-00767,allow
TXN-2026-00768,allow
TXN-2026-00769,allow
TXN-2026-00770,allow
TXN-2026-00771,allow
TXN-2026-00772,allow
TXN-2026-00773,allow
TXN-2026-00774,allow
TXN-2026-00775,allow
TXN-2026-00776,allow
TXN-2026-00777,allow
TXN-2026-00778,allow
TXN-2026-00779,allow
TXN-2026-00780,allow
TXN-2026-00781,block
TXN-2026-00782,allow
TXN-2026-00783,allow
TXN-2026-00784,allow
TXN-2026-00785,allow
TXN-2026-00786,allow
TXN-2026-00787,allow
TXN-2026-00788,block
TXN-2026-00789,block
TXN-2026-00790,allow
TXN-2026-00791,allow
TXN-2026-00792,allow
TXN-2026-00793,allow
TXN-2026-00794,review
TXN-2026-00795,allow
TXN-2026-00796,allow
TXN-2026-00797,allow
TXN-2026-00798,allow
TXN-2026-00799,allow
TXN-2026-00800,review
TXN-2026-00801,allow
TXN-2026-00802,allow
TXN-2026-00803,allow
TXN-2026-00804,allow
TXN-2026-00805,allow
TXN-2026-00806,allow
TXN-2026-00807,allow
TXN-2026-00808,allow
TXN-2026-00809,allow
TXN-2026-00810,allow
TXN-2026-00811,allow
TXN-2026-00812,review
TXN-2026-00813,allow
TXN-2026-00814,allow
TXN-2026-00815,allow
TXN-2026-00816,allow
TXN-2026-00817,allow
TXN-2026-00818,allow
TXN-2026-00819,allow
TXN-2026-00820,allow
TXN-2026-00821,allow
TXN-2026-00822,allow
TXN-2026-00823,allow
TXN-2026-00824,allow
TXN-2026-00825,allow
TXN-2026-00826,allow
TXN-2026-00827,allow
TXN-2026-00828,allow
TXN-2026-00829,review
TXN-2026-00830,allow
TXN-2026-00831,allow
TXN-2026-00832,allow
TXN-2026-00833,allow
TXN-2026-00834,allow
TXN-2026-00835,allow
TXN-2026-00836,allow
TXN-2026-00837,allow
TXN-2026-00838,allow
TXN-2026-00839,allow
TXN-2026-00840,allow
TXN-2026-00841,allow
TXN-2026-00842,allow
TXN-2026-00843,allow
TXN-2026-00844,allow
TXN-2026-00845,allow
TXN-2026-00846,review
TXN-2026-00847,allow
TXN-2026-00848,allow
TXN-2026-00849,allow
TXN-2026-00850,allow
TXN-2026-00851,allow
TXN-2026-00852,review
TXN-2026-00853,allow
TXN-2026-00854,allow
TXN-2026-00855,allow
TXN-2026-00856,allow
TXN-2026-00857,allow
TXN-2026-00858,allow
TXN-2026-00859,block
TXN-2026-00860,allow
TXN-2026-00861,allow
TXN-2026-00862,allow
TXN-2026-00863,allow
TXN-2026-00864,allow
TXN-2026-00865,allow
TXN-2026-00866,allow
TXN-2026-00867,review
TXN-2026-00868,allow
TXN-2026-00869,allow
TXN-2026-00870,allow
TXN-2026-00871,allow
TXN-2026-00872,allow
TXN-2026-00873,allow
TXN-2026-00874,block
TXN-2026-00875,allow
TXN-2026-00876,allow
TXN-2026-00877,allow
TXN-2026-00878,allow
TXN-2026-00879,review
TXN-2026-00880,allow
TXN-2026-00881,allow
TXN-2026-00882,review
TXN-2026-00883,allow
TXN-2026-00884,allow
TXN-2026-00885,review
TXN-2026-00886,allow
TXN-2026-00887,block
TXN-2026-00888,block
TXN-2026-00889,allow
TXN-2026-00890,allow
TXN-2026-00891,block
TXN-2026-00892,allow
TXN-2026-00893,allow
TXN-2026-00894,allow
TXN-2026-00895,allow
TXN-2026-00896,allow
TXN-2026-00897,allow
TXN-2026-00898,allow
TXN-2026-00899,allow
TXN-2026-00900,allow
TXN-2026-00901,allow
TXN-2026-00902,allow
TXN-2026-00903,allow
TXN-2026-00904,allow
TXN-2026-00905,allow
TXN-2026-00906,allow
TXN-2026-00907,allow
TXN-2026-00908,review
TXN-2026-00909,allow
TXN-2026-00910,allow
TXN-2026-00911,allow
TXN-2026-00912,allow
TXN-2026-00913,allow
TXN-2026-00914,allow
TXN-2026-00915,allow
TXN-2026-00916,allow
TXN-2026-00917,allow
TXN-2026-00918,allow
TXN-2026-00919,allow
TXN-2026-00920,allow
TXN-2026-00921,allow
TXN-2026-00922,allow
TXN-2026-00923,allow
TXN-2026-00924,allow
TXN-2026-00925,allow
TXN-2026-00926,allow
TXN-2026-00927,allow
TXN-2026-00928,allow
TXN-2026-00929,allow
TXN-2026-00930,allow
TXN-2026-00931,allow
TXN-2026-00932,allow
TXN-2026-00933,allow
TXN-2026-00934,allow
TXN-2026-00935,allow
TXN-2026-00936,allow
TXN-2026-00937,allow
TXN-2026-00938,allow
TXN-2026-00939,allow
TXN-2026-00940,allow
TXN-2026-00941,allow
TXN-2026-00942,allow
TXN-2026-00943,allow
TXN-2026-00944,allow
TXN-2026-00945,allow
TXN-2026-00946,allow
TXN-2026-00947,allow
TXN-2026-00948,allow
TXN-2026-00949,allow
TXN-2026-00950,allow
TXN-2026-00951,review
TXN-2026-00952,allow
TXN-2026-00953,allow
TXN-2026-00954,allow
TXN-2026-00955,allow
TXN-2026-00956,review
TXN-2026-00957,allow
TXN-2026-00958,allow
TXN-2026-00959,allow
TXN-2026-00960,allow
TXN-2026-00961,allow
TXN-2026-00962,allow
TXN-2026-00963,allow
TXN-2026-00964,allow
TXN-2026-00965,allow
TXN-2026-00966,block
TXN-2026-00967,allow
TXN-2026-00968,allow
TXN-2026-00969,allow
TXN-2026-00970,allow
TXN-2026-00971,allow
TXN-2026-00972,allow
TXN-2026-00973,allow
TXN-2026-00974,allow
TXN-2026-00975,allow
TXN-2026-00976,review
TXN-2026-00977,allow
TXN-2026-00978,allow
TXN-2026-00979,allow
TXN-2026-00980,block
TXN-2026-00981,allow
TXN-2026-00982,allow
TXN-2026-00983,allow
TXN-2026-00984,allow
TXN-2026-00985,allow
TXN-2026-00986,allow
TXN-2026-00987,allow
TXN-2026-00988,allow
TXN-2026-00989,allow
TXN-2026-00990,review
TXN-2026-00991,allow
TXN-2026-00992,allow
TXN-2026-00993,block
TXN-2026-00994,review
TXN-2026-00995,allow
TXN-2026-00996,allow
TXN-2026-00997,allow
TXN-2026-00998,allow
TXN-2026-00999,allow
TXN-2026-01000,allow
TXN-2026-01001,block
TXN-2026-01002,allow
TXN-2026-01003,allow
TXN-2026-01004,block
TXN-2026-01005,allow
TXN-2026-01006,allow
TXN-2026-01007,allow
TXN-2026-01008,allow
TXN-2026-01009,allow
TXN-2026-01010,allow
TXN-2026-01011,allow
TXN-2026-01012,review
TXN-2026-01013,allow
TXN-2026-01014,allow
TXN-2026-01015,allow
TXN-2026-01016,allow
TXN-2026-01017,allow
TXN-2026-01018,allow
TXN-2026-01019,review
TXN-2026-01020,allow
TXN-2026-01021,allow
TXN-2026-01022,allow
TXN-2026-01023,allow
TXN-2026-01024,allow
TXN-2026-01025,allow
TXN-2026-01026,allow
TXN-2026-01027,review
TXN-2026-01028,allow
TXN-2026-01029,allow
TXN-2026-01030,allow
TXN-2026-01031,allow
TXN-2026-01032,allow
TXN-2026-01033,allow
TXN-2026-01034,review
TXN-2026-01035,allow
TXN-2026-01036,review
TXN-2026-01037,allow
TXN-2026-01038,allow
TXN-2026-01039,allow
TXN-2026-01040,allow
TXN-2026-01041,allow
TXN-2026-01042,allow
TXN-2026-01043,allow
TXN-2026-01044,block
TXN-2026-01045,allow
TXN-2026-01046,review
TXN-2026-01047,allow
TXN-2026-01048,allow
TXN-2026-01049,allow
TXN-2026-01050,allow
TXN-2026-01051,allow
TXN-2026-01052,allow
TXN-2026-01053,allow
TXN-2026-01054,allow
TXN-2026-01055,allow
TXN-2026-01056,allow
TXN-2026-01057,block
TXN-2026-01058,review
TXN-2026-01059,allow
TXN-2026-01060,allow
TXN-2026-01061,allow
TXN-2026-01062,allow
TXN-2026-01063,allow
TXN-2026-01064,block
TXN-2026-01065,allow
TXN-2026-01066,allow
TXN-2026-01067,allow
TXN-2026-01068,allow
TXN-2026-01069,allow
TXN-2026-01070,allow
TXN-2026-01071,allow
TXN-2026-01072,allow
TXN-2026-01073,allow
TXN-2026-01074,allow
TXN-2026-01075,allow
TXN-2026-01076,block
TXN-2026-01077,allow
TXN-2026-01078,allow
TXN-2026-01079,allow
TXN-2026-01080,allow
TXN-2026-01081,allow
TXN-2026-01082,allow
TXN-2026-01083,allow
TXN-2026-01084,allow
TXN-2026-01085,allow
